               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.054622,           0.0042732,           0.0097822,             0.70298,             0.70085,             0.72607,             0.32341,            0.021348,           0.0042828,           0.0025319,           0.0062132,           0.0062132,           0.0062132
                 155,            0.055233,           0.0041352,           0.0098795,             0.69124,             0.67021,             0.70916,             0.31419,            0.021551,           0.0042388,            0.002738,           0.0061885,           0.0061885,           0.0061885
                 156,            0.055784,           0.0041811,            0.010128,             0.64173,             0.71029,             0.72249,             0.31173,            0.022206,           0.0042675,           0.0025983,           0.0061637,           0.0061637,           0.0061637
                 157,            0.054579,           0.0044156,            0.010647,             0.72106,             0.71983,             0.75536,             0.34815,            0.020144,           0.0041658,           0.0023354,            0.006139,            0.006139,            0.006139
                 158,            0.053335,           0.0042213,           0.0089595,             0.72372,             0.72546,             0.75504,             0.34691,            0.020721,           0.0042069,           0.0022778,           0.0061142,           0.0061142,           0.0061142
                 159,            0.053611,           0.0044448,           0.0096353,             0.67765,             0.73298,             0.74976,             0.34971,            0.020033,           0.0042643,           0.0023084,           0.0060895,           0.0060895,           0.0060895
                 160,            0.054321,           0.0042643,           0.0098347,             0.72147,             0.71921,             0.76269,             0.36479,            0.019855,            0.004154,           0.0023168,           0.0060647,           0.0060647,           0.0060647
                 161,            0.052875,           0.0041668,           0.0091089,             0.70893,             0.73801,             0.76564,             0.35974,            0.020121,           0.0041796,           0.0021381,             0.00604,             0.00604,             0.00604
                 162,            0.054341,           0.0039593,           0.0092016,              0.6258,             0.71022,             0.71573,             0.32435,             0.02135,           0.0041333,           0.0023385,           0.0060152,           0.0060152,           0.0060152
                 163,            0.053403,           0.0042204,           0.0094221,             0.69331,             0.75978,             0.76175,             0.34614,            0.020236,           0.0042284,           0.0022385,           0.0059905,           0.0059905,           0.0059905
                 164,            0.053458,           0.0040821,            0.008681,             0.73592,             0.73743,             0.80261,             0.35463,            0.020073,           0.0040819,           0.0021235,           0.0059658,           0.0059658,           0.0059658
                 165,            0.053627,           0.0044072,           0.0096468,             0.68272,             0.77074,             0.77892,             0.36091,            0.020257,           0.0041118,           0.0021139,            0.005941,            0.005941,            0.005941
                 166,            0.051961,           0.0042983,           0.0094399,             0.69873,             0.77726,             0.78476,             0.35727,            0.019936,           0.0041039,           0.0020785,           0.0059163,           0.0059163,           0.0059163
                 167,             0.05214,           0.0041142,           0.0086188,             0.71859,             0.70277,              0.7501,             0.35092,            0.019575,           0.0041296,           0.0021362,           0.0058915,           0.0058915,           0.0058915
                 168,            0.053332,            0.004014,           0.0085924,             0.72238,             0.67809,             0.74929,             0.35199,            0.020211,            0.004138,           0.0022859,           0.0058668,           0.0058668,           0.0058668
                 169,            0.052566,           0.0040102,           0.0093998,             0.74413,             0.74021,             0.76649,             0.36076,            0.020099,           0.0041126,           0.0022311,            0.005842,            0.005842,            0.005842
                 170,            0.049895,           0.0041344,           0.0084128,             0.71169,             0.76772,             0.77963,             0.37946,            0.019205,           0.0040485,           0.0019405,           0.0058173,           0.0058173,           0.0058173
                 171,            0.051529,           0.0042245,           0.0081158,             0.71853,             0.76332,             0.77074,              0.3629,            0.018715,           0.0040433,           0.0019138,           0.0057925,           0.0057925,           0.0057925
                 172,             0.05107,           0.0039959,           0.0084451,             0.70806,             0.78176,             0.78391,              0.3828,            0.019079,           0.0039804,            0.001824,           0.0057678,           0.0057678,           0.0057678
                 173,            0.052025,            0.004034,           0.0090631,             0.71215,             0.73612,             0.76848,             0.36432,             0.01988,           0.0041233,           0.0019083,            0.005743,            0.005743,            0.005743
                 174,            0.051504,            0.004205,           0.0090894,             0.70025,             0.76331,             0.76502,             0.35433,            0.019281,           0.0042268,           0.0019093,           0.0057183,           0.0057183,           0.0057183
                 175,            0.050441,           0.0039759,           0.0092677,             0.73214,              0.7518,             0.79791,             0.38456,            0.018976,           0.0040652,            0.002057,           0.0056935,           0.0056935,           0.0056935
                 176,            0.051508,           0.0039367,           0.0080754,             0.73439,             0.76546,             0.79793,             0.38721,            0.019219,           0.0040079,           0.0019306,           0.0056688,           0.0056688,           0.0056688
                 177,            0.051669,            0.003919,           0.0083213,             0.74159,             0.74808,             0.78805,             0.37792,            0.018869,           0.0039488,            0.001866,            0.005644,            0.005644,            0.005644
                 178,            0.050961,           0.0042479,           0.0073407,             0.74102,             0.76646,             0.79726,             0.39207,             0.01827,           0.0039231,           0.0017712,           0.0056193,           0.0056193,           0.0056193
                 179,            0.051098,           0.0041248,           0.0078449,              0.7246,             0.79544,             0.77867,             0.39125,            0.018273,           0.0040706,           0.0018768,           0.0055945,           0.0055945,           0.0055945
                 180,            0.051108,           0.0040754,           0.0081218,             0.73647,             0.78497,             0.79264,             0.40099,            0.018837,           0.0040673,             0.00183,           0.0055698,           0.0055698,           0.0055698
                 181,            0.051225,           0.0041111,           0.0078029,              0.7449,             0.78399,              0.8088,             0.39924,            0.018153,           0.0039417,           0.0018309,            0.005545,            0.005545,            0.005545
                 182,            0.050101,           0.0040292,           0.0075432,             0.74799,             0.74938,             0.79574,             0.39246,            0.018745,           0.0040115,           0.0017356,           0.0055202,           0.0055202,           0.0055202
                 183,            0.050186,           0.0037971,           0.0075854,              0.7293,             0.77734,             0.79858,             0.39224,            0.018805,           0.0039386,           0.0017303,           0.0054955,           0.0054955,           0.0054955
                 184,              0.0498,           0.0038917,           0.0076156,             0.73286,             0.79432,             0.79434,             0.40423,            0.018632,           0.0039412,           0.0017452,           0.0054707,           0.0054707,           0.0054707
                 185,            0.049458,           0.0040312,           0.0068419,             0.78333,             0.76536,             0.81277,             0.40186,             0.01804,           0.0039342,           0.0017264,            0.005446,            0.005446,            0.005446
                 186,            0.050514,           0.0040207,           0.0091549,             0.75086,             0.79863,             0.82869,             0.41147,            0.018389,           0.0039133,           0.0018007,           0.0054212,           0.0054212,           0.0054212
                 187,            0.049186,           0.0041277,           0.0080333,             0.74461,             0.78345,             0.80718,             0.41167,            0.017419,            0.003878,           0.0017234,           0.0053965,           0.0053965,           0.0053965
                 188,            0.047693,           0.0039492,           0.0075717,             0.76286,             0.78361,             0.80874,             0.41146,            0.017829,           0.0038569,           0.0017183,           0.0053717,           0.0053717,           0.0053717
                 189,            0.047963,           0.0038893,           0.0065712,             0.78194,             0.79985,             0.81969,             0.42258,            0.017464,            0.003882,           0.0015987,            0.005347,            0.005347,            0.005347
                 190,            0.047723,           0.0039219,           0.0067308,             0.74929,             0.83301,             0.82215,             0.43297,            0.017362,           0.0038085,           0.0015598,           0.0053223,           0.0053223,           0.0053223
                 191,            0.047561,           0.0038538,           0.0068013,             0.78776,             0.80635,             0.81836,             0.43634,            0.017472,           0.0037279,           0.0015085,           0.0052975,           0.0052975,           0.0052975
                 192,            0.048431,           0.0039706,           0.0070805,             0.80925,             0.82105,             0.82958,             0.43899,            0.017456,            0.003779,           0.0015328,           0.0052727,           0.0052727,           0.0052727
                 193,             0.04765,           0.0039823,           0.0064726,             0.80742,             0.81486,             0.83028,             0.44299,            0.017078,           0.0038287,           0.0015524,            0.005248,            0.005248,            0.005248
                 194,             0.04817,           0.0038425,           0.0070058,             0.80414,             0.77476,             0.83344,               0.442,            0.017163,           0.0037652,           0.0014899,           0.0052233,           0.0052233,           0.0052233
                 195,            0.047977,           0.0040254,           0.0067054,             0.75426,             0.78848,             0.82834,             0.44294,            0.017778,           0.0037928,           0.0015021,           0.0051985,           0.0051985,           0.0051985
                 196,            0.048861,           0.0037853,           0.0068127,             0.77917,             0.79526,             0.83912,               0.454,            0.018121,            0.003784,           0.0014714,           0.0051737,           0.0051737,           0.0051737
                 197,            0.049189,           0.0038934,           0.0065942,             0.81937,             0.75676,             0.82715,              0.4496,            0.017334,           0.0037533,           0.0015221,            0.005149,            0.005149,            0.005149
                 198,            0.048232,           0.0037883,            0.006662,             0.79541,             0.80925,             0.83156,             0.45263,            0.017104,           0.0038001,           0.0014495,           0.0051243,           0.0051243,           0.0051243
                 199,            0.048979,           0.0037769,           0.0064215,              0.8121,             0.79947,             0.84871,             0.46523,            0.016695,           0.0037784,            0.001527,           0.0050995,           0.0050995,           0.0050995
                 200,            0.048317,           0.0038855,           0.0067615,             0.80369,             0.81588,              0.8394,             0.45537,             0.01696,           0.0037184,           0.0014646,           0.0050747,           0.0050747,           0.0050747
                 201,            0.048043,           0.0039506,           0.0067165,             0.79171,             0.80132,             0.82832,             0.44294,            0.016982,           0.0038178,           0.0015182,             0.00505,             0.00505,             0.00505
                 202,             0.04747,           0.0037766,           0.0074148,             0.78421,             0.82455,             0.83486,             0.45321,            0.016731,           0.0038188,           0.0014136,           0.0050253,           0.0050253,           0.0050253
                 203,            0.047228,           0.0037407,           0.0066523,             0.83277,             0.81472,             0.85634,             0.45599,            0.016992,           0.0037434,           0.0014255,           0.0050005,           0.0050005,           0.0050005
                 204,             0.04727,           0.0038163,           0.0064917,             0.83819,             0.80756,              0.8664,             0.46274,            0.016937,           0.0037576,           0.0014451,           0.0049758,           0.0049758,           0.0049758
                 205,            0.047681,            0.003765,           0.0071177,             0.82856,             0.80322,             0.85004,             0.45617,            0.016665,           0.0036774,           0.0014961,            0.004951,            0.004951,            0.004951
                 206,            0.046002,           0.0038343,           0.0060701,             0.83639,             0.83444,              0.8593,             0.47448,            0.016377,           0.0037332,           0.0014827,           0.0049263,           0.0049263,           0.0049263
                 207,            0.047348,           0.0039957,           0.0069345,             0.79248,             0.85061,             0.85109,              0.4488,            0.016649,           0.0037104,           0.0013188,           0.0049015,           0.0049015,           0.0049015
                 208,            0.047713,           0.0038124,           0.0071469,             0.79589,             0.83768,             0.84665,              0.4605,            0.016503,           0.0037125,           0.0013945,           0.0048768,           0.0048768,           0.0048768
                 209,            0.045913,           0.0037513,           0.0062507,             0.82731,             0.81799,             0.83714,             0.45231,            0.016457,           0.0037066,           0.0013616,            0.004852,            0.004852,            0.004852
                 210,            0.046812,           0.0039629,           0.0056386,             0.80298,             0.81687,             0.84785,             0.46338,            0.016558,           0.0037435,           0.0013776,           0.0048272,           0.0048272,           0.0048272
                 211,            0.044637,            0.003906,           0.0058309,             0.79949,             0.82885,             0.85427,             0.47526,            0.016622,           0.0037712,           0.0012854,           0.0048025,           0.0048025,           0.0048025
                 212,            0.045868,           0.0036959,           0.0056186,              0.8497,             0.82654,             0.86258,             0.46659,            0.016254,           0.0036983,           0.0013122,           0.0047778,           0.0047778,           0.0047778
                 213,            0.046419,           0.0038333,            0.005496,             0.82554,             0.82969,             0.84817,             0.47705,            0.016239,           0.0036781,           0.0013539,            0.004753,            0.004753,            0.004753
                 214,            0.045649,           0.0037565,           0.0062336,             0.82539,             0.83893,             0.85873,             0.47023,            0.016198,           0.0036405,           0.0013166,           0.0047283,           0.0047283,           0.0047283
                 215,            0.045448,            0.003742,           0.0059381,             0.87261,             0.82101,             0.87257,             0.47165,            0.016224,           0.0036024,           0.0013027,           0.0047035,           0.0047035,           0.0047035
                 216,            0.045578,           0.0036615,           0.0061532,             0.86717,              0.8167,             0.86738,             0.48479,            0.016257,           0.0036636,           0.0012685,           0.0046788,           0.0046788,           0.0046788
                 217,            0.045481,           0.0037025,           0.0063496,             0.85467,             0.82118,             0.87099,             0.49446,            0.015767,           0.0036591,           0.0012932,            0.004654,            0.004654,            0.004654
                 218,             0.04422,           0.0036065,            0.005616,             0.83102,             0.85295,             0.87524,             0.49302,            0.015597,           0.0035504,           0.0012999,           0.0046293,           0.0046293,           0.0046293
                 219,             0.04519,           0.0036787,           0.0060228,             0.84794,              0.8507,             0.87078,             0.47557,            0.016249,           0.0036066,           0.0012225,           0.0046045,           0.0046045,           0.0046045
                 220,            0.045815,           0.0035146,           0.0053682,             0.83567,             0.83896,             0.87331,             0.48879,            0.016255,           0.0035745,           0.0012454,           0.0045798,           0.0045798,           0.0045798
                 221,             0.04551,           0.0037865,           0.0057279,             0.81241,             0.85137,             0.86109,             0.49207,            0.015762,           0.0035915,           0.0012414,            0.004555,            0.004555,            0.004555
                 222,            0.046025,            0.003523,           0.0057139,               0.807,             0.83315,             0.85427,             0.48185,            0.015799,            0.003573,           0.0013176,           0.0045303,           0.0045303,           0.0045303
                 223,            0.045343,           0.0037263,           0.0063462,             0.81365,             0.83863,             0.84857,             0.48205,            0.015657,           0.0035401,           0.0012826,           0.0045055,           0.0045055,           0.0045055
                 224,            0.042903,            0.003756,           0.0063503,             0.82337,             0.84614,             0.86859,             0.48746,             0.01545,           0.0036058,            0.001297,           0.0044808,           0.0044808,           0.0044808
                 225,            0.044355,           0.0036286,           0.0057414,             0.81105,             0.84763,             0.86765,             0.48462,            0.015452,           0.0035441,           0.0012738,            0.004456,            0.004456,            0.004456
                 226,            0.045049,           0.0034862,           0.0052844,             0.81803,             0.85464,             0.85923,             0.48994,            0.015322,           0.0035728,           0.0012466,           0.0044313,           0.0044313,           0.0044313
                 227,            0.043539,           0.0037572,           0.0054671,             0.83655,             0.84073,              0.8626,             0.48147,            0.015115,           0.0035465,           0.0012296,           0.0044065,           0.0044065,           0.0044065
                 228,            0.043248,           0.0037221,           0.0059724,             0.80875,             0.85574,             0.87485,             0.49816,            0.015021,           0.0035003,           0.0012148,           0.0043818,           0.0043818,           0.0043818
                 229,             0.04273,           0.0039003,           0.0055589,             0.82953,             0.86106,             0.86595,             0.51496,            0.015384,            0.003466,             0.00121,            0.004357,            0.004357,            0.004357
                 230,            0.043302,            0.003496,           0.0063441,             0.82588,             0.86567,             0.86518,             0.51274,            0.014755,           0.0034838,           0.0012349,           0.0043323,           0.0043323,           0.0043323
                 231,            0.044426,           0.0037505,           0.0061499,              0.8131,             0.86307,             0.86921,             0.50913,            0.014829,           0.0034892,           0.0013218,           0.0043075,           0.0043075,           0.0043075
                 232,            0.043533,           0.0035902,            0.005662,             0.82084,             0.84827,             0.85814,             0.50938,            0.015094,           0.0035076,           0.0014248,           0.0042828,           0.0042828,           0.0042828
                 233,             0.04395,           0.0036104,           0.0053089,             0.80905,             0.85565,             0.86026,             0.50401,            0.014724,           0.0035179,           0.0012354,            0.004258,            0.004258,            0.004258
                 234,            0.044479,           0.0035935,           0.0055441,             0.80738,             0.86963,             0.86184,             0.48108,            0.015131,           0.0035004,             0.00122,           0.0042333,           0.0042333,           0.0042333
                 235,            0.043794,           0.0036021,           0.0061642,             0.85288,             0.85108,             0.88027,             0.51385,            0.014816,           0.0035024,           0.0011405,           0.0042085,           0.0042085,           0.0042085
                 236,            0.042406,           0.0036236,           0.0057961,             0.84212,             0.86045,              0.8773,             0.51363,            0.014271,           0.0034804,           0.0011485,           0.0041837,           0.0041837,           0.0041837
                 237,            0.042533,           0.0036545,           0.0050286,             0.83136,             0.85899,             0.88505,             0.51391,            0.014902,           0.0034534,           0.0011293,            0.004159,            0.004159,            0.004159
                 238,            0.042792,           0.0035341,           0.0054907,              0.8611,              0.8813,             0.89248,             0.52886,            0.014698,           0.0033903,           0.0011362,           0.0041342,           0.0041342,           0.0041342
                 239,            0.042553,           0.0036014,           0.0052858,             0.86158,             0.86552,             0.89144,             0.52796,            0.014506,           0.0033875,           0.0011634,           0.0041095,           0.0041095,           0.0041095
                 240,            0.042039,           0.0034155,           0.0053902,             0.81935,             0.90017,             0.88629,             0.52576,            0.014725,           0.0034034,           0.0011393,           0.0040847,           0.0040847,           0.0040847
                 241,            0.043313,           0.0034451,           0.0047704,             0.84114,             0.86773,             0.88561,             0.53033,            0.014234,           0.0033668,           0.0011233,             0.00406,             0.00406,             0.00406
                 242,            0.042843,           0.0035982,           0.0056825,             0.86546,             0.85551,             0.88343,             0.52348,            0.014186,           0.0034024,           0.0010917,           0.0040352,           0.0040352,           0.0040352
                 243,            0.043615,           0.0034181,           0.0047128,             0.87159,             0.83497,             0.87817,             0.51117,            0.014861,           0.0033468,           0.0010854,           0.0040105,           0.0040105,           0.0040105
                 244,            0.042048,           0.0035391,           0.0054121,             0.86208,             0.87109,              0.8828,             0.53621,            0.014212,            0.003379,           0.0011351,           0.0039857,           0.0039857,           0.0039857
                 245,            0.041808,           0.0035427,           0.0053618,              0.8795,             0.86958,             0.89687,             0.53517,            0.013979,           0.0034068,           0.0010374,            0.003961,            0.003961,            0.003961
                 246,            0.041843,           0.0033258,           0.0042283,             0.86603,             0.85974,              0.8842,             0.53666,            0.014225,           0.0033487,           0.0010497,           0.0039362,           0.0039362,           0.0039362
                 247,            0.041547,           0.0035231,           0.0049247,             0.84919,             0.86928,             0.88031,              0.5408,            0.014121,           0.0033706,           0.0010957,           0.0039115,           0.0039115,           0.0039115
                 248,            0.041676,           0.0033429,           0.0049306,             0.86762,             0.86771,             0.88319,             0.53914,            0.013583,           0.0033307,           0.0010791,           0.0038867,           0.0038867,           0.0038867
                 249,            0.042344,           0.0035036,           0.0053056,             0.84616,             0.87239,             0.87637,             0.55741,            0.013626,           0.0033124,           0.0010957,            0.003862,            0.003862,            0.003862
                 250,            0.041445,           0.0035239,           0.0050912,              0.8551,             0.87736,             0.88432,             0.55881,            0.013736,           0.0033274,           0.0011316,           0.0038372,           0.0038372,           0.0038372
                 251,            0.041543,           0.0033714,           0.0051365,             0.83779,              0.8744,             0.88425,             0.54733,            0.013896,           0.0033269,            0.001044,           0.0038125,           0.0038125,           0.0038125
                 252,            0.041553,           0.0037411,            0.005385,             0.85312,             0.85228,             0.88129,             0.56354,            0.013693,           0.0033349,           0.0010321,           0.0037878,           0.0037878,           0.0037878
                 253,             0.04201,            0.003513,           0.0054013,              0.8475,             0.87727,             0.88092,              0.5383,            0.013938,           0.0033441,          0.00096051,            0.003763,            0.003763,            0.003763
                 254,            0.041743,            0.003468,           0.0048783,             0.85025,             0.85739,              0.8794,             0.54661,            0.013711,           0.0033524,          0.00093452,           0.0037383,           0.0037383,           0.0037383
                 255,            0.040709,           0.0033726,           0.0048144,             0.88154,             0.85263,             0.88886,             0.55279,            0.013705,           0.0033162,          0.00096216,           0.0037135,           0.0037135,           0.0037135
                 256,            0.039631,           0.0034172,           0.0050299,             0.88477,             0.87381,             0.89593,             0.55569,             0.01342,           0.0033129,           0.0010023,           0.0036888,           0.0036888,           0.0036888
                 257,             0.04102,           0.0033269,           0.0049278,             0.88997,             0.86479,             0.89483,             0.55532,            0.013448,           0.0033116,          0.00099498,            0.003664,            0.003664,            0.003664
                 258,            0.040718,           0.0033654,           0.0048629,             0.88591,             0.87689,             0.90032,             0.56402,            0.012909,           0.0032766,            0.001017,           0.0036393,           0.0036393,           0.0036393
                 259,            0.040063,           0.0032963,           0.0048123,             0.89126,             0.88035,             0.90812,             0.55798,            0.012999,           0.0032715,          0.00095932,           0.0036145,           0.0036145,           0.0036145
                 260,            0.039334,           0.0033982,           0.0044619,             0.89649,             0.88235,             0.90818,             0.55886,            0.013002,           0.0033087,          0.00093869,           0.0035898,           0.0035898,           0.0035898
                 261,            0.040632,           0.0035498,           0.0046032,             0.88859,             0.87957,             0.90208,             0.57116,            0.013091,           0.0032908,          0.00093772,            0.003565,            0.003565,            0.003565
                 262,             0.03982,           0.0032688,           0.0051611,             0.89319,              0.8943,             0.90364,             0.56119,             0.01378,           0.0032618,           0.0009389,           0.0035403,           0.0035403,           0.0035403
                 263,             0.04053,           0.0034355,           0.0048435,             0.88906,             0.87123,             0.88968,             0.56819,            0.013314,           0.0032846,            0.000927,           0.0035155,           0.0035155,           0.0035155
                 264,            0.040374,           0.0033473,           0.0044251,             0.89101,             0.87632,             0.90135,             0.57277,            0.013217,           0.0032919,          0.00094579,           0.0034908,           0.0034908,           0.0034908
                 265,            0.038535,            0.003412,           0.0052092,             0.88083,              0.9044,             0.90678,             0.56939,            0.013204,           0.0032997,          0.00096613,            0.003466,            0.003466,            0.003466
                 266,            0.039613,           0.0033807,           0.0048777,             0.88282,             0.88218,             0.89844,               0.581,            0.012826,           0.0032391,          0.00093256,           0.0034413,           0.0034413,           0.0034413
                 267,            0.038839,           0.0034057,           0.0043108,             0.90128,             0.86169,             0.89536,             0.58316,            0.012588,           0.0032451,          0.00089965,           0.0034165,           0.0034165,           0.0034165
                 268,            0.039637,           0.0033294,           0.0044498,             0.90253,             0.90028,             0.90888,             0.57971,            0.012929,           0.0032617,          0.00094886,           0.0033918,           0.0033918,           0.0033918
                 269,            0.039295,           0.0033354,            0.004872,             0.89639,             0.88337,             0.90111,             0.58458,            0.012911,           0.0032227,          0.00099643,            0.003367,            0.003367,            0.003367
                 270,             0.03889,           0.0034027,            0.004594,             0.88478,             0.87281,             0.89216,             0.58112,            0.012768,            0.003188,          0.00095237,           0.0033423,           0.0033423,           0.0033423
                 271,            0.039503,           0.0034552,           0.0042342,              0.8844,              0.8922,             0.89772,             0.57915,            0.013378,           0.0031941,          0.00093846,           0.0033175,           0.0033175,           0.0033175
                 272,            0.041195,           0.0032695,            0.004551,             0.87632,             0.89847,               0.895,             0.57669,            0.013014,           0.0031896,          0.00095695,           0.0032928,           0.0032928,           0.0032928
                 273,            0.038804,           0.0034244,           0.0046302,             0.89513,             0.88759,             0.89974,             0.57723,            0.012857,           0.0032288,          0.00095554,            0.003268,            0.003268,            0.003268
                 274,            0.037457,           0.0034095,           0.0043234,             0.89158,             0.88312,             0.90077,             0.57762,            0.012613,           0.0032281,          0.00091494,           0.0032433,           0.0032433,           0.0032433
                 275,            0.038118,           0.0031338,           0.0043791,              0.9009,             0.88268,              0.8975,             0.57765,            0.012482,           0.0031908,          0.00089213,           0.0032185,           0.0032185,           0.0032185
                 276,            0.038702,            0.003431,           0.0043586,             0.89318,             0.87724,             0.89583,             0.57838,            0.012495,           0.0031773,          0.00089625,           0.0031938,           0.0031938,           0.0031938
                 277,            0.038994,            0.003285,           0.0048742,             0.89837,             0.87659,             0.90327,             0.59051,            0.012539,           0.0031746,          0.00090993,            0.003169,            0.003169,            0.003169
                 278,            0.037657,           0.0033604,           0.0046806,             0.88773,             0.87994,             0.90325,             0.59664,            0.012269,           0.0031795,          0.00086589,           0.0031443,           0.0031443,           0.0031443
                 279,            0.038025,           0.0033001,           0.0049472,             0.86398,             0.88538,              0.8965,             0.59025,            0.012277,           0.0031757,          0.00086766,           0.0031195,           0.0031195,           0.0031195
                 280,            0.037006,           0.0033382,           0.0048314,             0.88284,             0.88366,             0.89923,             0.59735,            0.012122,           0.0031924,          0.00088811,           0.0030948,           0.0030948,           0.0030948
                 281,            0.037493,           0.0031456,            0.004077,              0.8928,              0.8785,             0.89264,             0.59142,            0.012256,            0.003174,          0.00088892,             0.00307,             0.00307,             0.00307
                 282,            0.038254,           0.0031509,           0.0042938,             0.89165,             0.88267,             0.90044,             0.59107,             0.01223,           0.0031509,          0.00087974,           0.0030452,           0.0030452,           0.0030452
                 283,            0.037637,           0.0032541,           0.0043184,              0.9007,             0.88742,              0.9085,             0.59781,            0.012118,           0.0031563,           0.0008791,           0.0030205,           0.0030205,           0.0030205
                 284,              0.0365,           0.0034478,           0.0047506,             0.88926,             0.88746,             0.90584,             0.60146,            0.012063,           0.0031643,          0.00083954,           0.0029957,           0.0029957,           0.0029957
                 285,            0.037891,            0.003448,           0.0048458,             0.88896,             0.89815,             0.91089,             0.61047,            0.012203,           0.0031475,          0.00081739,            0.002971,            0.002971,            0.002971
                 286,            0.037933,           0.0033083,           0.0043627,             0.89232,             0.89822,             0.90652,             0.59479,            0.012288,           0.0031489,          0.00083405,           0.0029462,           0.0029462,           0.0029462
                 287,            0.037611,           0.0031545,           0.0041586,             0.90842,             0.89319,             0.90729,             0.60497,            0.012015,           0.0031326,          0.00083552,           0.0029215,           0.0029215,           0.0029215
                 288,            0.037319,           0.0034636,           0.0041795,             0.89694,             0.89782,             0.90862,             0.60069,            0.011902,           0.0031464,          0.00083166,           0.0028967,           0.0028967,           0.0028967
                 289,            0.036797,           0.0033416,           0.0043099,             0.89907,             0.90649,             0.91126,             0.60873,            0.011904,           0.0031385,          0.00078848,            0.002872,            0.002872,            0.002872
                 290,            0.037753,           0.0033118,           0.0044662,             0.90815,             0.89088,             0.91015,             0.61036,            0.011854,           0.0031327,          0.00079803,           0.0028472,           0.0028472,           0.0028472
                 291,             0.03722,           0.0032401,           0.0041185,             0.91554,             0.89316,             0.91338,             0.60094,             0.01189,             0.00316,          0.00079523,           0.0028225,           0.0028225,           0.0028225
                 292,            0.036954,           0.0031687,           0.0039964,             0.89203,             0.88461,             0.90302,             0.60029,            0.011924,           0.0031748,          0.00079096,           0.0027977,           0.0027977,           0.0027977
                 293,            0.036355,           0.0032619,           0.0041899,             0.88923,             0.89122,             0.90177,             0.60019,            0.011918,           0.0031333,          0.00078665,            0.002773,            0.002773,            0.002773
                 294,             0.03685,           0.0033159,           0.0042573,             0.88503,             0.88676,             0.89763,             0.60412,            0.011777,           0.0031133,          0.00078744,           0.0027482,           0.0027482,           0.0027482
                 295,            0.036488,           0.0034057,           0.0038339,             0.90083,             0.89606,             0.90906,              0.6089,             0.01162,           0.0031089,           0.0007966,           0.0027235,           0.0027235,           0.0027235
                 296,            0.036083,           0.0031487,           0.0037139,              0.9053,              0.8908,             0.90664,             0.61242,            0.011503,           0.0031253,          0.00078783,           0.0026987,           0.0026987,           0.0026987
                 297,            0.035581,           0.0032848,           0.0039344,             0.90166,             0.89079,             0.90767,             0.62134,            0.011343,           0.0030944,          0.00076393,            0.002674,            0.002674,            0.002674
                 298,            0.035477,           0.0032182,           0.0038812,             0.90252,             0.87792,             0.90326,             0.62668,            0.011279,            0.003091,          0.00077629,           0.0026492,           0.0026492,           0.0026492
                 299,            0.035244,           0.0033824,           0.0038698,             0.89791,             0.87846,             0.90446,             0.62694,            0.010902,           0.0030719,          0.00076742,           0.0026245,           0.0026245,           0.0026245
                 300,            0.035034,           0.0033078,           0.0037525,             0.91543,             0.89619,             0.91735,             0.62567,            0.011274,            0.003048,            0.000749,           0.0025997,           0.0025997,           0.0025997
                 301,            0.035752,           0.0032133,           0.0040819,             0.90157,             0.89533,              0.9116,             0.62876,            0.011265,           0.0030652,          0.00077073,            0.002575,            0.002575,            0.002575
                 302,            0.034792,           0.0032939,           0.0040167,             0.91178,              0.8991,             0.91686,             0.63218,            0.011077,           0.0030478,          0.00076443,           0.0025503,           0.0025503,           0.0025503
                 303,            0.035441,           0.0031643,           0.0040563,              0.9127,             0.88648,             0.90976,             0.63347,            0.011102,           0.0030472,          0.00074413,           0.0025255,           0.0025255,           0.0025255
                 304,            0.036479,           0.0033171,           0.0041364,             0.90688,             0.90229,             0.91124,              0.6332,            0.011161,           0.0030316,          0.00073874,           0.0025008,           0.0025008,           0.0025008
                 305,            0.035294,            0.003192,           0.0038425,              0.9124,             0.90888,             0.91483,              0.6419,            0.011283,           0.0030277,          0.00072836,            0.002476,            0.002476,            0.002476
                 306,            0.034509,           0.0031235,           0.0036106,             0.91215,             0.90141,             0.91223,              0.6304,             0.01108,           0.0030227,          0.00072817,           0.0024513,           0.0024513,           0.0024513
                 307,            0.035683,           0.0031269,           0.0038144,             0.90814,             0.89723,             0.91489,             0.63545,            0.011143,           0.0030214,          0.00071608,           0.0024265,           0.0024265,           0.0024265
                 308,            0.035645,           0.0032212,           0.0042172,              0.9029,             0.91146,             0.91856,             0.64862,            0.011066,           0.0030209,          0.00070093,           0.0024018,           0.0024018,           0.0024018
                 309,            0.034206,           0.0033018,           0.0035152,             0.89793,             0.89783,             0.91489,             0.64048,            0.011039,           0.0030167,          0.00070074,            0.002377,            0.002377,            0.002377
                 310,            0.034735,           0.0030714,           0.0037139,             0.91077,             0.89978,             0.91547,             0.64564,            0.010866,           0.0029955,           0.0007104,           0.0023523,           0.0023523,           0.0023523
